"","taxonomy"
"ASV_21399","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21399"
"ASV_214","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_214"
"ASV_2140","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_2140"
"ASV_21400","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_21400"
"ASV_21401","Bacteria;Patescibacteria;CPR2;NA;NA;NA;ASV_21401"
"ASV_21402","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21402"
"ASV_21403","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21403"
"ASV_21404","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21404"
"ASV_21405","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21405"
"ASV_21406","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21406"
"ASV_21407","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21407"
"ASV_21408","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_21408"
"ASV_21409","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21409"
"ASV_2141","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_2141"
"ASV_21410","Bacteria;Verrucomicrobiota;Verrucomicrobiae;LD1-PB3;NA;NA;ASV_21410"
"ASV_21411","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21411"
"ASV_21412","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_21412"
"ASV_21413","Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Nostocaceae;Nostoc PCC-73102;ASV_21413"
"ASV_21414","Bacteria;NA;NA;NA;NA;NA;ASV_21414"
"ASV_21415","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Dokdonella;ASV_21415"
"ASV_21416","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_21416"
"ASV_21417","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21417"
"ASV_21418","Bacteria;Acidobacteriota;Subgroup 18;NA;NA;NA;ASV_21418"
"ASV_21419","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_21419"
"ASV_2142","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_2142"
"ASV_21420","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21420"
"ASV_21421","Bacteria;Chloroflexi;OLB14;NA;NA;NA;ASV_21421"
"ASV_21422","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21422"
"ASV_21423","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21423"
"ASV_21424","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21424"
"ASV_21425","Bacteria;WPS-2;NA;NA;NA;NA;ASV_21425"
"ASV_21426","Bacteria;NA;NA;NA;NA;NA;ASV_21426"
"ASV_21427","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_21427"
"ASV_21428","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21428"
"ASV_21429","Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Mucilaginibacter;ASV_21429"
"ASV_2143","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_2143"
"ASV_21430","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21430"
"ASV_21431","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;ASV_21431"
"ASV_21432","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21432"
"ASV_21433","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21433"
"ASV_21434","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;ASV_21434"
"ASV_21435","Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;ASV_21435"
"ASV_21436","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;ASV_21436"
"ASV_21437","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21437"
"ASV_21438","Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium;ASV_21438"
"ASV_21439","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21439"
"ASV_2144","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_2144"
"ASV_21440","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;NA;ASV_21440"
"ASV_21441","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21441"
"ASV_21442","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21442"
"ASV_21443","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21443"
"ASV_21444","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_21444"
"ASV_21445","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21445"
"ASV_21446","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21446"
"ASV_21447","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_21447"
"ASV_21448","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21448"
"ASV_21449","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_21449"
"ASV_2145","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_2145"
"ASV_21450","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21450"
"ASV_21451","Bacteria;Firmicutes;NA;NA;NA;NA;ASV_21451"
"ASV_21452","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_21452"
"ASV_21453","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_21453"
"ASV_21454","Bacteria;NA;NA;NA;NA;NA;ASV_21454"
"ASV_21455","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21455"
"ASV_21456","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;ASV_21456"
"ASV_21457","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_21457"
"ASV_21458","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21458"
"ASV_21459","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21459"
"ASV_2146","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_2146"
"ASV_21460","Bacteria;Chloroflexi;Anaerolineae;SJA-15;NA;NA;ASV_21460"
"ASV_21461","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_21461"
"ASV_21462","Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;NA;NA;ASV_21462"
"ASV_21463","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21463"
"ASV_21464","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_21464"
"ASV_21465","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_21465"
"ASV_21466","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21466"
"ASV_21467","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_21467"
"ASV_21468","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_21468"
"ASV_21469","Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;NA;NA;ASV_21469"
"ASV_2147","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_2147"
"ASV_21470","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21470"
"ASV_21471","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_21471"
"ASV_21472","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Ercella;ASV_21472"
"ASV_21473","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;ASV_21473"
"ASV_21474","Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;NA;NA;ASV_21474"
"ASV_21475","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatirosa;ASV_21475"
"ASV_21476","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21476"
"ASV_21477","Bacteria;NA;NA;NA;NA;NA;ASV_21477"
"ASV_21478","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_21478"
"ASV_21479","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21479"
"ASV_2148","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 8;ASV_2148"
"ASV_21480","Bacteria;Acidobacteriota;Acidobacteriae;Solibacterales;Solibacteraceae;Candidatus Solibacter;ASV_21480"
"ASV_21481","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21481"
"ASV_21482","Bacteria;NA;NA;NA;NA;NA;ASV_21482"
"ASV_21483","Bacteria;NA;NA;NA;NA;NA;ASV_21483"
"ASV_21484","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_21484"
"ASV_21485","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21485"
"ASV_21486","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terracoccus;ASV_21486"
"ASV_21487","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21487"
"ASV_21488","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Oryzihumus;ASV_21488"
"ASV_21489","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_21489"
"ASV_2149","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;NA;ASV_2149"
"ASV_21490","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21490"
"ASV_21491","Bacteria;Bacteroidota;Bacteroidia;NA;NA;NA;ASV_21491"
"ASV_21492","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21492"
"ASV_21493","Bacteria;Firmicutes;NA;NA;NA;NA;ASV_21493"
"ASV_21494","Bacteria;FCPU426;NA;NA;NA;NA;ASV_21494"
"ASV_21495","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_21495"
"ASV_21496","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_21496"
"ASV_21497","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;NA;NA;ASV_21497"
"ASV_21498","Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;ASV_21498"
"ASV_21499","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;ASV_21499"
"ASV_215","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;NA;ASV_215"
"ASV_2150","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_2150"
"ASV_21500","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-2;ASV_21500"
"ASV_21501","Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium;ASV_21501"
"ASV_21502","Bacteria;NA;NA;NA;NA;NA;ASV_21502"
"ASV_21503","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21503"
"ASV_21504","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Terrimicrobiaceae;Terrimicrobium;ASV_21504"
"ASV_21505","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;WCHB1-32;ASV_21505"
"ASV_21506","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_21506"
"ASV_21507","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes vadinHA17;NA;ASV_21507"
"ASV_21508","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Variibacter;ASV_21508"
"ASV_21509","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_21509"
"ASV_2151","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Pseudoflavitalea;ASV_2151"
"ASV_21510","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;NA;ASV_21510"
"ASV_21511","Bacteria;NA;NA;NA;NA;NA;ASV_21511"
"ASV_21512","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21512"
"ASV_21513","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_21513"
"ASV_21514","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21514"
"ASV_21515","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21515"
"ASV_21516","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;NA;ASV_21516"
"ASV_21517","Bacteria;Actinobacteriota;Coriobacteriia;OPB41;NA;NA;ASV_21517"
"ASV_21518","Bacteria;NA;NA;NA;NA;NA;ASV_21518"
"ASV_21519","Bacteria;NA;NA;NA;NA;NA;ASV_21519"
"ASV_2152","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_2152"
"ASV_21520","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21520"
"ASV_21521","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21521"
"ASV_21522","Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;Paludibacter;ASV_21522"
"ASV_21523","Bacteria;NA;NA;NA;NA;NA;ASV_21523"
"ASV_21524","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;Terracoccus;ASV_21524"
"ASV_21525","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;NA;ASV_21525"
"ASV_21526","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21526"
"ASV_21527","Bacteria;NA;NA;NA;NA;NA;ASV_21527"
"ASV_21528","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21528"
"ASV_21529","Bacteria;NA;NA;NA;NA;NA;ASV_21529"
"ASV_2153","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Thermosporothrix;ASV_2153"
"ASV_21530","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 8;ASV_21530"
"ASV_21531","Bacteria;Firmicutes;Clostridia;Monoglobales;Monoglobaceae;Monoglobus;ASV_21531"
"ASV_21532","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21532"
"ASV_21533","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_21533"
"ASV_21534","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21534"
"ASV_21535","Bacteria;NA;NA;NA;NA;NA;ASV_21535"
"ASV_21536","Bacteria;NA;NA;NA;NA;NA;ASV_21536"
"ASV_21537","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Luteipulveratus;ASV_21537"
"ASV_21538","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_21538"
"ASV_21539","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21539"
"ASV_2154","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;ASV_2154"
"ASV_21540","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_21540"
"ASV_21541","Bacteria;NA;NA;NA;NA;NA;ASV_21541"
"ASV_21542","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_21542"
"ASV_21543","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Dermacoccaceae;Luteipulveratus;ASV_21543"
"ASV_21544","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;ASV_21544"
"ASV_21545","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_21545"
"ASV_21546","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;NA;ASV_21546"
"ASV_21547","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21547"
"ASV_21548","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3 termite group;NA;ASV_21548"
"ASV_21549","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;ASV_21549"
"ASV_2155","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_2155"
"ASV_21550","Bacteria;Firmicutes;Clostridia;Eubacteriales;Eubacteriaceae;Acetobacterium;ASV_21550"
"ASV_21551","Bacteria;Firmicutes;Clostridia;Oscillospirales;NA;NA;ASV_21551"
"ASV_21552","Bacteria;NA;NA;NA;NA;NA;ASV_21552"
"ASV_21553","Bacteria;NA;NA;NA;NA;NA;ASV_21553"
"ASV_21554","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila;ASV_21554"
"ASV_21555","Archaea;Crenarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;NA;ASV_21555"
"ASV_21556","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_21556"
"ASV_21557","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_21557"
"ASV_21558","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_21558"
"ASV_21559","NA;NA;NA;NA;NA;NA;ASV_21559"
"ASV_2156","Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;NA;NA;ASV_2156"
"ASV_21560","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA;ASV_21560"
"ASV_21561","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21561"
"ASV_21562","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_21562"
"ASV_21563","Bacteria;Actinobacteriota;Coriobacteriia;NA;NA;NA;ASV_21563"
"ASV_21564","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21564"
"ASV_21565","Bacteria;NA;NA;NA;NA;NA;ASV_21565"
"ASV_21566","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_21566"
"ASV_21567","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_21567"
"ASV_21568","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_21568"
"ASV_21569","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_21569"
"ASV_2157","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;NA;ASV_2157"
"ASV_21570","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_21570"
"ASV_21571","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_21571"
"ASV_21572","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_21572"
"ASV_21573","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21573"
"ASV_21574","Bacteria;Firmicutes;Clostridia;NA;NA;NA;ASV_21574"
"ASV_21575","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21575"
"ASV_21576","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_21576"
"ASV_21577","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_21577"
"ASV_21578","Bacteria;Chloroflexi;Ktedonobacteria;NA;NA;NA;ASV_21578"
"ASV_21579","Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;NA;ASV_21579"
"ASV_2158","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidicaldus;ASV_2158"
"ASV_21580","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21580"
"ASV_21581","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;NA;NA;ASV_21581"
"ASV_21582","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21582"
"ASV_21583","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_21583"
"ASV_21584","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_21584"
"ASV_21585","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 13;ASV_21585"
"ASV_21586","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21586"
"ASV_21587","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;ASV_21587"
"ASV_21588","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_21588"
"ASV_21589","Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Pelotomaculaceae;Cryptanaerobacter;ASV_21589"
"ASV_2159","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_2159"
"ASV_21590","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_21590"
"ASV_21591","Bacteria;Actinobacteriota;Actinobacteria;Elev-16S-976;NA;NA;ASV_21591"
"ASV_21592","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21592"
"ASV_21593","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_21593"
"ASV_21594","Bacteria;Firmicutes;Clostridia;Eubacteriales;NA;NA;ASV_21594"
"ASV_21595","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21595"
"ASV_21596","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_21596"
"ASV_21597","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_21597"
"ASV_21598","Bacteria;NA;NA;NA;NA;NA;ASV_21598"
"ASV_21599","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;NA;ASV_21599"
"ASV_216","Bacteria;Chloroflexi;KD4-96;NA;NA;NA;ASV_216"
"ASV_2160","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_2160"
"ASV_21600","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_21600"
"ASV_21601","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_21601"
"ASV_21602","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_21602"
"ASV_21603","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21603"
"ASV_21604","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Intrasporangiaceae;NA;ASV_21604"
"ASV_21605","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_21605"
"ASV_21606","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_21606"
"ASV_21607","Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;NA;NA;ASV_21607"
"ASV_21608","Bacteria;Bacteroidota;Ignavibacteria;Ignavibacteriales;NA;NA;ASV_21608"
"ASV_21609","Bacteria;NA;NA;NA;NA;NA;ASV_21609"
"ASV_2161","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Sporichthyaceae;NA;ASV_2161"
"ASV_21610","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Methylobacter;ASV_21610"
"ASV_21611","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_21611"
"ASV_21612","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_21612"
"ASV_21613","Bacteria;NA;NA;NA;NA;NA;ASV_21613"
"ASV_21614","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_21614"
"ASV_21615","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1921-2;ASV_21615"
"ASV_21616","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;ASV_21616"
"ASV_21617","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_21617"
"ASV_21618","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_21618"
"ASV_21619","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_21619"
"ASV_2162","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_2162"
"ASV_21620","Archaea;NA;NA;NA;NA;NA;ASV_21620"
"ASV_21621","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_21621"
"ASV_21622","Bacteria;Chloroflexi;Dehalococcoidia;S085;NA;NA;ASV_21622"
